section,category,metric,type,date,value,publish_date,ObjectId
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/02/2021,20,02/18/2021,16946
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/17/2021,181204,02/18/2021,16947
Vaccine Administration,Administration,Weekly,Unspecified COVID Vaccine,12/27/2020,11,02/18/2021,16948
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/17/2021,79,02/18/2021,16949
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/02/2021,5862,02/18/2021,16950
Vaccine Administration,Distribution,Cumulative Weekly,All COVID Vaccines,12/27/2020,267400,02/18/2021,16951
Vaccine Administration,Administration,Cumulative Weekly,All COVID Vaccines,01/17/2021,472567,02/18/2021,16952
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/07/2021,191709,02/18/2021,16953
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/11/2021,46,02/18/2021,16954
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/22/2020,7557,02/18/2021,16955
Vaccine Administration,Administration,Daily,Moderna,01/02/2021,2091,02/18/2021,16956
Vaccine Administration,Distribution,Cumulative Weekly,Moderna,12/27/2020,146500,02/18/2021,16957
Vaccine Administration,Administration,Cumulative Weekly,Moderna,01/17/2021,233993,02/18/2021,16958
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/07/2021,90006,02/18/2021,16959
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/11/2021,17053,02/18/2021,16960
Vaccine Administration,Administration,Daily,Moderna,12/22/2020,3603,02/18/2021,16961
Vaccine Administration,Administration,Daily,Pfizer,01/02/2021,3770,02/18/2021,16962
Vaccine Administration,Distribution,Cumulative Weekly,Pfizer,12/27/2020,120900,02/18/2021,16963
Vaccine Administration,Administration,Cumulative Weekly,Pfizer,01/17/2021,238447,02/18/2021,16964
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/07/2021,101664,02/18/2021,16965
Vaccine Administration,Administration,Daily,Moderna,01/11/2021,7820,02/18/2021,16966
Vaccine Administration,Administration,Daily,Pfizer,12/22/2020,3952,02/18/2021,16967
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/02/2021,1,02/18/2021,16968
Vaccine Administration,Distribution,Weekly,All COVID Vaccines,12/27/2020,67625,02/18/2021,16969
Vaccine Administration,Administration,Cumulative Weekly,Unspecified COVID Vaccine,01/17/2021,108,02/18/2021,16970
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/07/2021,35,02/18/2021,16971
Vaccine Administration,Administration,Daily,Pfizer,01/11/2021,9229,02/18/2021,16972
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/22/2020,2,02/18/2021,16973
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/03/2021,124634,02/18/2021,16974
Vaccine Administration,Distribution,Weekly,Moderna,12/27/2020,17900,02/18/2021,16975
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/17/2021,3890,02/18/2021,16976
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/07/2021,26488,02/18/2021,16977
Vaccine Administration,Administration,Daily,Moderna,01/07/2021,11354,02/18/2021,16978
Vaccine Administration,Administration,Daily,Pfizer,01/07/2021,15129,02/18/2021,16979
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/07/2021,5,02/18/2021,16980
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/08/2021,221609,02/18/2021,16981
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/08/2021,103694,02/18/2021,16982
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/08/2021,117872,02/18/2021,16983
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/08/2021,39,02/18/2021,16984
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/08/2021,29900,02/18/2021,16985
Vaccine Administration,Administration,Daily,Moderna,01/08/2021,13688,02/18/2021,16986
Vaccine Administration,Administration,Daily,Pfizer,01/08/2021,16208,02/18/2021,16987
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/08/2021,4,02/18/2021,16988
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/09/2021,235646,02/18/2021,16989
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/09/2021,110574,02/18/2021,16990
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/09/2021,125026,02/18/2021,16991
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/09/2021,42,02/18/2021,16992
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/09/2021,14037,02/18/2021,16993
Vaccine Administration,Administration,Daily,Moderna,01/09/2021,6880,02/18/2021,16994
Vaccine Administration,Administration,Daily,Pfizer,01/09/2021,7154,02/18/2021,16995
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/09/2021,3,02/18/2021,16996
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/10/2021,239902,02/18/2021,16997
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/10/2021,112017,02/18/2021,16998
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/10/2021,127839,02/18/2021,16999
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/10/2021,42,02/18/2021,17000
Vaccine Administration,Administration,Cumulative Weekly,All COVID Vaccines,01/10/2021,344263,02/18/2021,17001
Vaccine Administration,Administration,Cumulative Weekly,Moderna,01/10/2021,164678,02/18/2021,17002
Vaccine Administration,Administration,Cumulative Weekly,Pfizer,01/10/2021,179491,02/18/2021,17003
Vaccine Administration,Administration,Cumulative Weekly,Unspecified COVID Vaccine,01/10/2021,75,02/18/2021,17004
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/10/2021,4256,02/18/2021,17005
Vaccine Administration,Administration,Daily,Moderna,01/10/2021,1443,02/18/2021,17006
Vaccine Administration,Administration,Daily,Pfizer,01/10/2021,2813,02/18/2021,17007
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/10/2021,0,02/18/2021,17008
Vaccine Administration,Administration,Weekly,All COVID Vaccines,01/10/2021,108602,02/18/2021,17009
Vaccine Administration,Administration,Weekly,Moderna,01/10/2021,54104,02/18/2021,17010
Vaccine Administration,Administration,Weekly,Pfizer,01/10/2021,54465,02/18/2021,17011
Vaccine Administration,Administration,Weekly,Unspecified COVID Vaccine,01/10/2021,33,02/18/2021,17012
Vaccine Administration,Distribution,Cumulative Weekly,All COVID Vaccines,01/10/2021,517425,02/18/2021,17013
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/11/2021,4,02/18/2021,17014
Vaccine Administration,Administration,Daily,Moderna,01/17/2021,2173,02/18/2021,17015
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/03/2021,54378,02/18/2021,17016
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/12/2021,273079,02/18/2021,17017
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/03/2021,70230,02/18/2021,17018
Vaccine Administration,Administration,Daily,Pfizer,01/17/2021,1713,02/18/2021,17019
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/12/2021,127935,02/18/2021,17020
Vaccine Administration,Distribution,Weekly,Pfizer,12/27/2020,49725,02/18/2021,17021
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/23/2020,64214,02/18/2021,17022
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/17/2021,4,02/18/2021,17023
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/12/2021,145091,02/18/2021,17024
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/23/2020,14034,02/18/2021,17025
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/28/2020,81822,02/18/2021,17026
Vaccine Administration,Administration,Weekly,All COVID Vaccines,01/17/2021,128304,02/18/2021,17027
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/03/2021,20,02/18/2021,17028
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/12/2021,49,02/18/2021,17029
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/23/2020,50166,02/18/2021,17030
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/28/2020,28103,02/18/2021,17031
Vaccine Administration,Administration,Weekly,Moderna,01/17/2021,69315,02/18/2021,17032
Vaccine Administration,Administration,Cumulative Weekly,All COVID Vaccines,01/03/2021,235661,02/18/2021,17033
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/12/2021,16124,02/18/2021,17034
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/23/2020,8,02/18/2021,17035
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/28/2020,53701,02/18/2021,17036
Vaccine Administration,Administration,Weekly,Pfizer,01/17/2021,58956,02/18/2021,17037
Vaccine Administration,Administration,Weekly,Unspecified COVID Vaccine,01/17/2021,33,02/18/2021,17038
Vaccine Administration,Distribution,Cumulative Weekly,All COVID Vaccines,01/17/2021,623450,02/18/2021,17039
Vaccine Administration,Distribution,Cumulative Weekly,Moderna,01/17/2021,391400,02/18/2021,17040
Vaccine Administration,Distribution,Cumulative Weekly,Pfizer,01/17/2021,232050,02/18/2021,17041
Vaccine Administration,Distribution,Weekly,All COVID Vaccines,01/17/2021,106025,02/18/2021,17042
Vaccine Administration,Distribution,Weekly,Moderna,01/17/2021,68000,02/18/2021,17043
Vaccine Administration,Distribution,Weekly,Pfizer,01/17/2021,38025,02/18/2021,17044
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/18/2021,358702,02/18/2021,17045
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/18/2021,171744,02/18/2021,17046
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/18/2021,186876,02/18/2021,17047
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/18/2021,80,02/18/2021,17048
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/18/2021,10566,02/18/2021,17049
Vaccine Administration,Administration,Daily,Moderna,01/18/2021,4893,02/18/2021,17050
Vaccine Administration,Administration,Daily,Pfizer,01/18/2021,5672,02/18/2021,17051
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/18/2021,1,02/18/2021,17052
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/19/2021,374510,02/18/2021,17053
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/19/2021,179305,02/18/2021,17054
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/19/2021,195118,02/18/2021,17055
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/19/2021,85,02/18/2021,17056
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/19/2021,15808,02/18/2021,17057
Vaccine Administration,Administration,Daily,Moderna,01/19/2021,7561,02/18/2021,17058
Vaccine Administration,Administration,Daily,Pfizer,01/19/2021,8242,02/18/2021,17059
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/19/2021,5,02/18/2021,17060
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/20/2021,400024,02/18/2021,17061
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/20/2021,195231,02/18/2021,17062
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/20/2021,204699,02/18/2021,17063
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/20/2021,93,02/18/2021,17064
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/20/2021,25514,02/18/2021,17065
Vaccine Administration,Administration,Daily,Moderna,01/20/2021,15926,02/18/2021,17066
Vaccine Administration,Administration,Daily,Pfizer,01/20/2021,9581,02/18/2021,17067
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/20/2021,8,02/18/2021,17068
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/21/2021,429090,02/18/2021,17069
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/28/2020,12,02/18/2021,17070
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/28/2020,8908,02/18/2021,17071
Vaccine Administration,Administration,Daily,Moderna,12/28/2020,6711,02/18/2021,17072
Vaccine Administration,Administration,Daily,Pfizer,12/28/2020,2194,02/18/2021,17073
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/28/2020,3,02/18/2021,17074
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/29/2020,90868,02/18/2021,17075
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/29/2020,35313,02/18/2021,17076
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/29/2020,55535,02/18/2021,17077
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/29/2020,14,02/18/2021,17078
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/29/2020,9046,02/18/2021,17079
Vaccine Administration,Administration,Daily,Moderna,12/29/2020,7210,02/18/2021,17080
Vaccine Administration,Administration,Daily,Pfizer,12/29/2020,1834,02/18/2021,17081
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/29/2020,2,02/18/2021,17082
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/30/2020,106193,02/18/2021,17083
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/30/2020,45287,02/18/2021,17084
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/30/2020,60884,02/18/2021,17085
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/30/2020,16,02/18/2021,17086
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/30/2020,15325,02/18/2021,17087
Vaccine Administration,Administration,Daily,Moderna,12/30/2020,9974,02/18/2021,17088
Vaccine Administration,Administration,Daily,Pfizer,12/30/2020,5349,02/18/2021,17089
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/30/2020,2,02/18/2021,17090
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/31/2020,115823,02/18/2021,17091
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/31/2020,51107,02/18/2021,17092
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/31/2020,64691,02/18/2021,17093
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/31/2020,19,02/18/2021,17094
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/31/2020,9630,02/18/2021,17095
Vaccine Administration,Administration,Daily,Moderna,12/31/2020,5820,02/18/2021,17096
Vaccine Administration,Administration,Daily,Pfizer,12/31/2020,3807,02/18/2021,17097
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/31/2020,3,02/18/2021,17098
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/01/2021,116730,02/18/2021,17099
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/01/2021,51482,02/18/2021,17100
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/01/2021,65223,02/18/2021,17101
Vaccine Administration,Administration,Cumulative Weekly,Moderna,01/03/2021,110574,02/18/2021,17102
Vaccine Administration,Administration,Daily,Moderna,01/12/2021,8098,02/18/2021,17103
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/23/2020,14267,02/18/2021,17104
Vaccine Administration,Administration,Cumulative Weekly,Pfizer,01/03/2021,125026,02/18/2021,17105
Vaccine Administration,Administration,Daily,Pfizer,01/12/2021,8023,02/18/2021,17106
Vaccine Administration,Administration,Cumulative Weekly,Unspecified COVID Vaccine,01/03/2021,42,02/18/2021,17107
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/12/2021,3,02/18/2021,17108
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/03/2021,2042,02/18/2021,17109
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/13/2021,293663,02/18/2021,17110
Vaccine Administration,Administration,Daily,Moderna,01/03/2021,805,02/18/2021,17111
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/13/2021,138916,02/18/2021,17112
Vaccine Administration,Administration,Daily,Moderna,12/23/2020,10394,02/18/2021,17113
Vaccine Administration,Administration,Daily,Pfizer,01/03/2021,1237,02/18/2021,17114
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/13/2021,154678,02/18/2021,17115
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/13/2021,66,02/18/2021,17116
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/13/2021,20584,02/18/2021,17117
Vaccine Administration,Administration,Daily,Moderna,01/13/2021,10981,02/18/2021,17118
Vaccine Administration,Administration,Daily,Pfizer,01/13/2021,9587,02/18/2021,17119
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/13/2021,17,02/18/2021,17120
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/14/2021,313171,02/18/2021,17121
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/14/2021,148872,02/18/2021,17122
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/14/2021,164226,02/18/2021,17123
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/14/2021,71,02/18/2021,17124
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/14/2021,19508,02/18/2021,17125
Vaccine Administration,Administration,Daily,Moderna,01/14/2021,9956,02/18/2021,17126
Vaccine Administration,Administration,Daily,Pfizer,01/14/2021,9548,02/18/2021,17127
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/14/2021,5,02/18/2021,17128
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/15/2021,332740,02/18/2021,17129
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/15/2021,158797,02/18/2021,17130
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/15/2021,173868,02/18/2021,17131
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/15/2021,73,02/18/2021,17132
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/15/2021,19569,02/18/2021,17133
Vaccine Administration,Administration,Daily,Moderna,01/15/2021,9925,02/18/2021,17134
Vaccine Administration,Administration,Daily,Pfizer,01/15/2021,9642,02/18/2021,17135
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/15/2021,2,02/18/2021,17136
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/16/2021,344246,02/18/2021,17137
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/16/2021,164678,02/18/2021,17138
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/16/2021,179491,02/18/2021,17139
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/16/2021,75,02/18/2021,17140
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/16/2021,11506,02/18/2021,17141
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/03/2021,0,02/18/2021,17142
Vaccine Administration,Administration,Daily,Pfizer,12/23/2020,3879,02/18/2021,17143
Vaccine Administration,Administration,Weekly,All COVID Vaccines,01/03/2021,113056,02/18/2021,17144
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/23/2020,3,02/18/2021,17145
Vaccine Administration,Administration,Weekly,Moderna,01/03/2021,57001,02/18/2021,17146
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/24/2020,68318,02/18/2021,17147
Vaccine Administration,Administration,Weekly,Pfizer,01/03/2021,56033,02/18/2021,17148
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/24/2020,17429,02/18/2021,17149
Vaccine Administration,Administration,Weekly,Unspecified COVID Vaccine,01/03/2021,22,02/18/2021,17150
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/24/2020,50874,02/18/2021,17151
Vaccine Administration,Distribution,Cumulative Weekly,All COVID Vaccines,01/03/2021,340050,02/18/2021,17152
Vaccine Administration,Distribution,Cumulative Weekly,Moderna,01/03/2021,193800,02/18/2021,17153
Vaccine Administration,Distribution,Cumulative Weekly,Pfizer,01/03/2021,146250,02/18/2021,17154
Vaccine Administration,Distribution,Weekly,All COVID Vaccines,01/03/2021,72650,02/18/2021,17155
Vaccine Administration,Distribution,Weekly,Moderna,01/03/2021,47300,02/18/2021,17156
Vaccine Administration,Distribution,Weekly,Pfizer,01/03/2021,25350,02/18/2021,17157
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/04/2021,133593,02/18/2021,17158
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/04/2021,60163,02/18/2021,17159
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/04/2021,73401,02/18/2021,17160
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/04/2021,23,02/18/2021,17161
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/04/2021,8959,02/18/2021,17162
Vaccine Administration,Administration,Daily,Moderna,01/04/2021,5785,02/18/2021,17163
Vaccine Administration,Administration,Daily,Pfizer,01/04/2021,3171,02/18/2021,17164
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/04/2021,3,02/18/2021,17165
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/05/2021,145498,02/18/2021,17166
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/05/2021,68066,02/18/2021,17167
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/05/2021,77401,02/18/2021,17168
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/05/2021,26,02/18/2021,17169
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/05/2021,11905,02/18/2021,17170
Vaccine Administration,Administration,Daily,Moderna,01/05/2021,7903,02/18/2021,17171
Vaccine Administration,Administration,Daily,Pfizer,01/05/2021,4000,02/18/2021,17172
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/24/2020,9,02/18/2021,17173
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/24/2020,4104,02/18/2021,17174
Vaccine Administration,Administration,Daily,Moderna,12/24/2020,3395,02/18/2021,17175
Vaccine Administration,Administration,Daily,Pfizer,12/24/2020,708,02/18/2021,17176
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/24/2020,1,02/18/2021,17177
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/25/2020,68331,02/18/2021,17178
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/25/2020,17442,02/18/2021,17179
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/25/2020,50874,02/18/2021,17180
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/25/2020,9,02/18/2021,17181
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/25/2020,13,02/18/2021,17182
Vaccine Administration,Administration,Daily,Moderna,12/25/2020,13,02/18/2021,17183
Vaccine Administration,Administration,Daily,Pfizer,12/25/2020,0,02/18/2021,17184
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/25/2020,0,02/18/2021,17185
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/26/2020,70888,02/18/2021,17186
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/26/2020,19609,02/18/2021,17187
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/26/2020,51264,02/18/2021,17188
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/26/2020,9,02/18/2021,17189
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/26/2020,2557,02/18/2021,17190
Vaccine Administration,Administration,Daily,Moderna,12/26/2020,2167,02/18/2021,17191
Vaccine Administration,Administration,Daily,Pfizer,12/26/2020,390,02/18/2021,17192
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/26/2020,0,02/18/2021,17193
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/27/2020,72914,02/18/2021,17194
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/27/2020,21392,02/18/2021,17195
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/27/2020,51507,02/18/2021,17196
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/27/2020,9,02/18/2021,17197
Vaccine Administration,Administration,Cumulative Weekly,All COVID Vaccines,12/27/2020,122605,02/18/2021,17198
Vaccine Administration,Administration,Cumulative Weekly,Moderna,12/27/2020,53573,02/18/2021,17199
Vaccine Administration,Administration,Cumulative Weekly,Pfizer,12/27/2020,68993,02/18/2021,17200
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/17/2020,12183,02/19/2021,17201
Vaccine Administration,Administration,Daily,Pfizer,12/17/2020,12181,02/19/2021,17202
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/17/2020,1,02/19/2021,17203
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/18/2020,28596,02/19/2021,17204
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/18/2020,28580,02/19/2021,17205
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/18/2020,1,02/19/2021,17206
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/18/2020,12205,02/19/2021,17207
Vaccine Administration,Administration,Daily,Pfizer,12/18/2020,12201,02/19/2021,17208
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/18/2020,0,02/19/2021,17209
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/19/2020,34063,02/19/2021,17210
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/19/2020,34043,02/19/2021,17211
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/19/2020,1,02/19/2021,17212
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/19/2020,5467,02/19/2021,17213
Vaccine Administration,Administration,Daily,Pfizer,12/19/2020,5463,02/19/2021,17214
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/19/2020,0,02/19/2021,17215
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/20/2020,36936,02/19/2021,17216
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/20/2020,8,02/19/2021,17217
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/20/2020,36906,02/19/2021,17218
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/20/2020,3,02/19/2021,17219
Vaccine Administration,Administration,Cumulative Weekly,All COVID Vaccines,12/20/2020,70915,02/19/2021,17220
Vaccine Administration,Administration,Cumulative Weekly,Moderna,12/20/2020,19620,02/19/2021,17221
Vaccine Administration,Administration,Cumulative Weekly,Pfizer,12/20/2020,51267,02/19/2021,17222
Vaccine Administration,Administration,Cumulative Weekly,Unspecified COVID Vaccine,12/20/2020,9,02/19/2021,17223
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/20/2020,2873,02/19/2021,17224
Vaccine Administration,Administration,Daily,Moderna,12/20/2020,8,02/19/2021,17225
Vaccine Administration,Administration,Daily,Moderna,01/25/2021,13053,02/18/2021,17226
Vaccine Administration,Administration,Daily,Pfizer,12/20/2020,2863,02/19/2021,17227
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/20/2020,2,02/19/2021,17228
Vaccine Administration,Administration,Weekly,All COVID Vaccines,12/20/2020,36852,02/19/2021,17229
Vaccine Administration,Administration,Weekly,Moderna,12/20/2020,19620,02/19/2021,17230
Vaccine Administration,Administration,Weekly,Pfizer,12/20/2020,17224,02/19/2021,17231
Vaccine Administration,Administration,Weekly,Unspecified COVID Vaccine,12/20/2020,8,02/19/2021,17232
Vaccine Administration,Distribution,Cumulative Weekly,All COVID Vaccines,12/20/2020,199775,02/19/2021,17233
Vaccine Administration,Distribution,Cumulative Weekly,Moderna,12/20/2020,128600,02/19/2021,17234
