OBJECTID,Desc_,Date,Metric,Value,Rep_Date,Name,Pop
2735,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/04/2020,Percent Positivity,0.068,02/02/2021,Colorado,5763976
2736,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/04/2020,7-Day Average Percent Positivity,0.064,02/02/2021,Colorado,5763976
2737,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/04/2020,3-Day Average Percent Positivity,0.064,02/02/2021,Colorado,5763976
2738,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/04/2020,Cumulative Antibody Tests Performed,73441,02/02/2021,Colorado,5763976
2739,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/05/2020,Antibody Tests Performed,1957,02/02/2021,Colorado,5763976
2740,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/05/2020,Number of negative tests,1817,02/02/2021,Colorado,5763976
2741,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/05/2020,Number of positive tests,140,02/02/2021,Colorado,5763976
2742,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/05/2020,Total Tests per 100K People,33.952,02/02/2021,Colorado,5763976
2743,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/05/2020,Percent Positivity,0.071,02/02/2021,Colorado,5763976
2744,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/05/2020,7-Day Average Percent Positivity,0.066,02/02/2021,Colorado,5763976
2745,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/05/2020,3-Day Average Percent Positivity,0.067,02/02/2021,Colorado,5763976
2746,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/05/2020,Cumulative Antibody Tests Performed,75398,02/02/2021,Colorado,5763976
2747,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/06/2020,Antibody Tests Performed,1521,02/02/2021,Colorado,5763976
2748,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/06/2020,Number of negative tests,1416,02/02/2021,Colorado,5763976
2749,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/06/2020,Number of positive tests,105,02/02/2021,Colorado,5763976
2750,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/06/2020,Total Tests per 100K People,26.388,02/02/2021,Colorado,5763976
2751,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/06/2020,Percent Positivity,0.069,02/02/2021,Colorado,5763976
2752,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/06/2020,7-Day Average Percent Positivity,0.064,02/02/2021,Colorado,5763976
2753,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/06/2020,3-Day Average Percent Positivity,0.069,02/02/2021,Colorado,5763976
2754,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/06/2020,Cumulative Antibody Tests Performed,76919,02/02/2021,Colorado,5763976
2755,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/07/2020,Antibody Tests Performed,1036,02/02/2021,Colorado,5763976
2756,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/07/2020,Number of negative tests,979,02/02/2021,Colorado,5763976
2757,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/07/2020,Number of positive tests,57,02/02/2021,Colorado,5763976
2758,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/07/2020,Total Tests per 100K People,17.974,02/02/2021,Colorado,5763976
2759,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/07/2020,Percent Positivity,0.055,02/02/2021,Colorado,5763976
2760,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/07/2020,7-Day Average Percent Positivity,0.064,02/02/2021,Colorado,5763976
2761,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/07/2020,3-Day Average Percent Positivity,0.067,02/02/2021,Colorado,5763976
2762,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/07/2020,Cumulative Antibody Tests Performed,77955,02/02/2021,Colorado,5763976
2763,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/08/2020,Antibody Tests Performed,1507,02/02/2021,Colorado,5763976
2764,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/08/2020,Number of negative tests,1436,02/02/2021,Colorado,5763976
2765,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/08/2020,Number of positive tests,71,02/02/2021,Colorado,5763976
2766,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/08/2020,Total Tests per 100K People,26.145,02/02/2021,Colorado,5763976
2767,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/08/2020,Percent Positivity,0.047,02/02/2021,Colorado,5763976
2768,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/08/2020,7-Day Average Percent Positivity,0.063,02/02/2021,Colorado,5763976
2769,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/08/2020,3-Day Average Percent Positivity,0.057,02/02/2021,Colorado,5763976
2770,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/08/2020,Cumulative Antibody Tests Performed,79462,02/02/2021,Colorado,5763976
2771,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/09/2020,Antibody Tests Performed,1154,02/02/2021,Colorado,5763976
2772,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/09/2020,Number of negative tests,1088,02/02/2021,Colorado,5763976
2773,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/09/2020,Number of positive tests,66,02/02/2021,Colorado,5763976
2774,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/09/2020,Total Tests per 100K People,20.021,02/02/2021,Colorado,5763976
2775,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/09/2020,Percent Positivity,0.057,02/02/2021,Colorado,5763976
2776,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/09/2020,7-Day Average Percent Positivity,0.063,02/02/2021,Colorado,5763976
2777,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/09/2020,3-Day Average Percent Positivity,0.052,02/02/2021,Colorado,5763976
2778,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/09/2020,Cumulative Antibody Tests Performed,80616,02/02/2021,Colorado,5763976
2779,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/10/2020,Antibody Tests Performed,1760,02/02/2021,Colorado,5763976
2780,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/10/2020,Number of negative tests,1652,02/02/2021,Colorado,5763976
2781,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/10/2020,Number of positive tests,108,02/02/2021,Colorado,5763976
2782,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/10/2020,Total Tests per 100K People,30.535,02/02/2021,Colorado,5763976
2783,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/10/2020,Percent Positivity,0.061,02/02/2021,Colorado,5763976
2784,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/10/2020,7-Day Average Percent Positivity,0.063,02/02/2021,Colorado,5763976
2785,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/10/2020,3-Day Average Percent Positivity,0.055,02/02/2021,Colorado,5763976
2786,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/10/2020,Cumulative Antibody Tests Performed,82376,02/02/2021,Colorado,5763976
2787,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/11/2020,Antibody Tests Performed,1618,02/02/2021,Colorado,5763976
2788,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/11/2020,Number of negative tests,1522,02/02/2021,Colorado,5763976
2789,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/11/2020,Number of positive tests,96,02/02/2021,Colorado,5763976
2790,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/11/2020,Total Tests per 100K People,28.071,02/02/2021,Colorado,5763976
2791,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/11/2020,Percent Positivity,0.059,02/02/2021,Colorado,5763976
2792,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/11/2020,7-Day Average Percent Positivity,0.061,02/02/2021,Colorado,5763976
2793,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/11/2020,3-Day Average Percent Positivity,0.06,02/02/2021,Colorado,5763976
2794,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/11/2020,Cumulative Antibody Tests Performed,83994,02/02/2021,Colorado,5763976
2795,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/12/2020,Antibody Tests Performed,1615,02/02/2021,Colorado,5763976
2796,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/12/2020,Number of negative tests,1526,02/02/2021,Colorado,5763976
2797,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/12/2020,Number of positive tests,89,02/02/2021,Colorado,5763976
2798,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/12/2020,Total Tests per 100K People,28.019,02/02/2021,Colorado,5763976
2799,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/12/2020,Percent Positivity,0.055,02/02/2021,Colorado,5763976
2800,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/12/2020,7-Day Average Percent Positivity,0.058,02/02/2021,Colorado,5763976
2801,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/12/2020,3-Day Average Percent Positivity,0.059,02/02/2021,Colorado,5763976
2802,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/12/2020,Cumulative Antibody Tests Performed,85609,02/02/2021,Colorado,5763976
2803,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/13/2020,Antibody Tests Performed,1153,02/02/2021,Colorado,5763976
2804,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/13/2020,Number of negative tests,1091,02/02/2021,Colorado,5763976
2805,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/13/2020,Number of positive tests,62,02/02/2021,Colorado,5763976
2806,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/13/2020,Total Tests per 100K People,20.004,02/02/2021,Colorado,5763976
2807,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/13/2020,Percent Positivity,0.054,02/02/2021,Colorado,5763976
2808,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/13/2020,7-Day Average Percent Positivity,0.056,02/02/2021,Colorado,5763976
2809,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/13/2020,3-Day Average Percent Positivity,0.056,02/02/2021,Colorado,5763976
2810,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/13/2020,Cumulative Antibody Tests Performed,86762,02/02/2021,Colorado,5763976
2811,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/14/2020,Antibody Tests Performed,1100,02/02/2021,Colorado,5763976
2812,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/14/2020,Number of negative tests,1030,02/02/2021,Colorado,5763976
2813,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/14/2020,Number of positive tests,70,02/02/2021,Colorado,5763976
2814,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/14/2020,Total Tests per 100K People,19.084,02/02/2021,Colorado,5763976
2815,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/14/2020,Percent Positivity,0.064,02/02/2021,Colorado,5763976
2816,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/14/2020,7-Day Average Percent Positivity,0.057,02/02/2021,Colorado,5763976
2817,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/14/2020,3-Day Average Percent Positivity,0.057,02/02/2021,Colorado,5763976
2818,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/14/2020,Cumulative Antibody Tests Performed,87862,02/02/2021,Colorado,5763976
2819,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/15/2020,Antibody Tests Performed,845,02/02/2021,Colorado,5763976
2820,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/15/2020,Number of negative tests,792,02/02/2021,Colorado,5763976
2821,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/15/2020,Number of positive tests,53,02/02/2021,Colorado,5763976
2822,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/15/2020,Total Tests per 100K People,14.66,02/02/2021,Colorado,5763976
2823,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/15/2020,Percent Positivity,0.063,02/02/2021,Colorado,5763976
2824,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/15/2020,7-Day Average Percent Positivity,0.059,02/02/2021,Colorado,5763976
2825,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/15/2020,3-Day Average Percent Positivity,0.06,02/02/2021,Colorado,5763976
2826,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/15/2020,Cumulative Antibody Tests Performed,88707,02/02/2021,Colorado,5763976
2827,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/16/2020,Antibody Tests Performed,1035,02/02/2021,Colorado,5763976
2828,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/16/2020,Number of negative tests,979,02/02/2021,Colorado,5763976
2829,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/16/2020,Number of positive tests,56,02/02/2021,Colorado,5763976
2830,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/16/2020,Total Tests per 100K People,17.956,02/02/2021,Colorado,5763976
2831,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/16/2020,Percent Positivity,0.054,02/02/2021,Colorado,5763976
2832,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/16/2020,7-Day Average Percent Positivity,0.059,02/02/2021,Colorado,5763976
2833,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/16/2020,3-Day Average Percent Positivity,0.06,02/02/2021,Colorado,5763976
2834,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/16/2020,Cumulative Antibody Tests Performed,89742,02/02/2021,Colorado,5763976
2835,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/17/2020,Antibody Tests Performed,1309,02/02/2021,Colorado,5763976
2836,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/17/2020,Number of negative tests,1250,02/02/2021,Colorado,5763976
2837,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/17/2020,Number of positive tests,59,02/02/2021,Colorado,5763976
2838,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/17/2020,Total Tests per 100K People,22.71,02/02/2021,Colorado,5763976
2839,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/17/2020,Percent Positivity,0.045,02/02/2021,Colorado,5763976
2840,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/17/2020,7-Day Average Percent Positivity,0.056,02/02/2021,Colorado,5763976
2841,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/17/2020,3-Day Average Percent Positivity,0.053,02/02/2021,Colorado,5763976
2842,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/17/2020,Cumulative Antibody Tests Performed,91051,02/02/2021,Colorado,5763976
2843,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/18/2020,Antibody Tests Performed,1648,02/02/2021,Colorado,5763976
2844,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/18/2020,Number of negative tests,1566,02/02/2021,Colorado,5763976
2845,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/18/2020,Number of positive tests,82,02/02/2021,Colorado,5763976
2846,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/18/2020,Total Tests per 100K People,28.591,02/02/2021,Colorado,5763976
2847,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/18/2020,Percent Positivity,0.05,02/02/2021,Colorado,5763976
2848,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/18/2020,7-Day Average Percent Positivity,0.054,02/02/2021,Colorado,5763976
2849,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/18/2020,3-Day Average Percent Positivity,0.049,02/02/2021,Colorado,5763976
2850,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/18/2020,Cumulative Antibody Tests Performed,92699,02/02/2021,Colorado,5763976
2851,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/19/2020,Antibody Tests Performed,1611,02/02/2021,Colorado,5763976
2852,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/19/2020,Number of negative tests,1541,02/02/2021,Colorado,5763976
2853,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/19/2020,Number of positive tests,70,02/02/2021,Colorado,5763976
2854,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/19/2020,Total Tests per 100K People,27.95,02/02/2021,Colorado,5763976
2855,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/19/2020,Percent Positivity,0.043,02/02/2021,Colorado,5763976
2856,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/19/2020,7-Day Average Percent Positivity,0.052,02/02/2021,Colorado,5763976
2857,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/19/2020,3-Day Average Percent Positivity,0.046,02/02/2021,Colorado,5763976
2858,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/19/2020,Cumulative Antibody Tests Performed,94310,02/02/2021,Colorado,5763976
2859,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/20/2020,Antibody Tests Performed,1058,02/02/2021,Colorado,5763976
2860,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/20/2020,Number of negative tests,1012,02/02/2021,Colorado,5763976
2861,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/20/2020,Number of positive tests,46,02/02/2021,Colorado,5763976
2862,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/20/2020,Total Tests per 100K People,18.355,02/02/2021,Colorado,5763976
2863,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/20/2020,Percent Positivity,0.043,02/02/2021,Colorado,5763976
2864,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/20/2020,7-Day Average Percent Positivity,0.051,02/02/2021,Colorado,5763976
2865,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/20/2020,3-Day Average Percent Positivity,0.046,02/02/2021,Colorado,5763976
2866,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/20/2020,Cumulative Antibody Tests Performed,95368,02/02/2021,Colorado,5763976
2867,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/21/2020,Antibody Tests Performed,850,02/02/2021,Colorado,5763976
2868,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/21/2020,Number of negative tests,815,02/02/2021,Colorado,5763976
2869,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/21/2020,Number of positive tests,35,02/02/2021,Colorado,5763976
2870,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/21/2020,Total Tests per 100K People,14.747,02/02/2021,Colorado,5763976
2871,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/21/2020,Percent Positivity,0.041,02/02/2021,Colorado,5763976
2872,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/21/2020,7-Day Average Percent Positivity,0.048,02/02/2021,Colorado,5763976
2873,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/21/2020,3-Day Average Percent Positivity,0.043,02/02/2021,Colorado,5763976
2874,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/21/2020,Cumulative Antibody Tests Performed,96218,02/02/2021,Colorado,5763976
2875,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/22/2020,Antibody Tests Performed,762,02/02/2021,Colorado,5763976
2876,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/22/2020,Number of negative tests,717,02/02/2021,Colorado,5763976
2877,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/22/2020,Number of positive tests,45,02/02/2021,Colorado,5763976
2878,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/22/2020,Total Tests per 100K People,13.22,02/02/2021,Colorado,5763976
2879,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/22/2020,Percent Positivity,0.059,02/02/2021,Colorado,5763976
2880,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/22/2020,7-Day Average Percent Positivity,0.048,02/02/2021,Colorado,5763976
2881,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/22/2020,3-Day Average Percent Positivity,0.047,02/02/2021,Colorado,5763976
2882,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/22/2020,Cumulative Antibody Tests Performed,96980,02/02/2021,Colorado,5763976
2883,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/23/2020,Antibody Tests Performed,763,02/02/2021,Colorado,5763976
2884,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/23/2020,Number of negative tests,714,02/02/2021,Colorado,5763976
2885,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/23/2020,Number of positive tests,49,02/02/2021,Colorado,5763976
2886,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/23/2020,Total Tests per 100K People,13.237,02/02/2021,Colorado,5763976
2887,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/23/2020,Percent Positivity,0.064,02/02/2021,Colorado,5763976
2888,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/23/2020,7-Day Average Percent Positivity,0.048,02/02/2021,Colorado,5763976
2889,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/23/2020,3-Day Average Percent Positivity,0.054,02/02/2021,Colorado,5763976
2890,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/23/2020,Cumulative Antibody Tests Performed,97743,02/02/2021,Colorado,5763976
2891,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/24/2020,Antibody Tests Performed,1321,02/02/2021,Colorado,5763976
2892,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/24/2020,Number of negative tests,1263,02/02/2021,Colorado,5763976
2893,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/24/2020,Number of positive tests,58,02/02/2021,Colorado,5763976
2894,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/24/2020,Total Tests per 100K People,22.918,02/02/2021,Colorado,5763976
2895,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/24/2020,Percent Positivity,0.044,02/02/2021,Colorado,5763976
2896,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/24/2020,7-Day Average Percent Positivity,0.048,02/02/2021,Colorado,5763976
2897,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/24/2020,3-Day Average Percent Positivity,0.053,02/02/2021,Colorado,5763976
2898,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/24/2020,Cumulative Antibody Tests Performed,99064,02/02/2021,Colorado,5763976
2899,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/25/2020,Antibody Tests Performed,1580,02/02/2021,Colorado,5763976
2900,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/25/2020,Number of negative tests,1502,02/02/2021,Colorado,5763976
2901,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/25/2020,Number of positive tests,78,02/02/2021,Colorado,5763976
2902,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/25/2020,Total Tests per 100K People,27.412,02/02/2021,Colorado,5763976
2903,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/25/2020,Percent Positivity,0.049,02/02/2021,Colorado,5763976
2904,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/25/2020,7-Day Average Percent Positivity,0.048,02/02/2021,Colorado,5763976
2905,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/25/2020,3-Day Average Percent Positivity,0.051,02/02/2021,Colorado,5763976
2906,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/25/2020,Cumulative Antibody Tests Performed,100644,02/02/2021,Colorado,5763976
2907,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/26/2020,Antibody Tests Performed,1358,02/02/2021,Colorado,5763976
2908,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/26/2020,Number of negative tests,1304,02/02/2021,Colorado,5763976
2909,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/26/2020,Number of positive tests,54,02/02/2021,Colorado,5763976
2910,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/26/2020,Total Tests per 100K People,23.56,02/02/2021,Colorado,5763976
2911,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/26/2020,Percent Positivity,0.04,02/02/2021,Colorado,5763976
2912,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/26/2020,7-Day Average Percent Positivity,0.048,02/02/2021,Colorado,5763976
2913,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/26/2020,3-Day Average Percent Positivity,0.045,02/02/2021,Colorado,5763976
2914,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/26/2020,Cumulative Antibody Tests Performed,102002,02/02/2021,Colorado,5763976
2915,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/27/2020,Antibody Tests Performed,960,02/02/2021,Colorado,5763976
2916,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/27/2020,Number of negative tests,918,02/02/2021,Colorado,5763976
2917,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/27/2020,Number of positive tests,42,02/02/2021,Colorado,5763976
2918,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/27/2020,Total Tests per 100K People,16.655,02/02/2021,Colorado,5763976
2919,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/27/2020,Percent Positivity,0.044,02/02/2021,Colorado,5763976
2920,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/27/2020,7-Day Average Percent Positivity,0.048,02/02/2021,Colorado,5763976
2921,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/27/2020,3-Day Average Percent Positivity,0.045,02/02/2021,Colorado,5763976
2922,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/27/2020,Cumulative Antibody Tests Performed,102962,02/02/2021,Colorado,5763976
2923,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/28/2020,Antibody Tests Performed,965,02/02/2021,Colorado,5763976
2924,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/28/2020,Number of negative tests,934,02/02/2021,Colorado,5763976
2925,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/28/2020,Number of positive tests,31,02/02/2021,Colorado,5763976
2926,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/28/2020,Total Tests per 100K People,16.742,02/02/2021,Colorado,5763976
2927,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/28/2020,Percent Positivity,0.032,02/02/2021,Colorado,5763976
2928,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/28/2020,7-Day Average Percent Positivity,0.046,02/02/2021,Colorado,5763976
2929,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/28/2020,3-Day Average Percent Positivity,0.039,02/02/2021,Colorado,5763976
2930,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/28/2020,Cumulative Antibody Tests Performed,103927,02/02/2021,Colorado,5763976
2931,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/29/2020,Antibody Tests Performed,841,02/02/2021,Colorado,5763976
2932,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/29/2020,Number of negative tests,795,02/02/2021,Colorado,5763976
2933,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/29/2020,Number of positive tests,46,02/02/2021,Colorado,5763976
2934,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/29/2020,Total Tests per 100K People,14.591,02/02/2021,Colorado,5763976
2935,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/29/2020,Percent Positivity,0.055,02/02/2021,Colorado,5763976
2936,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/29/2020,7-Day Average Percent Positivity,0.046,02/02/2021,Colorado,5763976
2937,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/29/2020,3-Day Average Percent Positivity,0.043,02/02/2021,Colorado,5763976
