Reference,Placement,Season,Station,Species,DateTime
5893,Trail,D,30,Impala,21/09/2013 14:20
5894,Trail,D,8,Impala,21/09/2013 16:46
5895,Trail,D,33,Impala,21/09/2013 18:21
5896,Trail,D,33,Spotted hyena,21/09/2013 21:00
5897,Trail,D,32,Hippo,21/09/2013 21:09
5898,Trail,D,33,Spotted hyena,21/09/2013 22:21
5899,Trail,D,24,Porcupine,21/09/2013 23:21
5900,Trail,D,20,Aardvark,21/09/2013 23:43
5901,Trail,D,25,African civet,21/09/2013 23:52
5902,Trail,D,33,Elephant,22/09/2013 00:05
5903,Trail,D,9,Impala,22/09/2013 00:10
5904,Trail,D,32,Hippo,22/09/2013 01:38
5905,Trail,D,17,Impala,22/09/2013 01:42
5906,Trail,D,2,African civet,22/09/2013 01:50
5907,Trail,D,32,Spotted hyena,22/09/2013 03:07
5908,Trail,D,3,Aardvark,22/09/2013 03:13
5909,Trail,D,14,Common genet,22/09/2013 03:50
5910,Trail,D,11,Elephant,22/09/2013 04:23
5911,Trail,D,9,Aardwolf,22/09/2013 04:39
5912,Trail,D,33,Spotted hyena,22/09/2013 05:14
5913,Trail,D,9,Zebra,22/09/2013 05:19
5914,Trail,D,C,Bush duiker,22/09/2013 05:20
5915,Trail,D,1,White tailed mongoose,22/09/2013 05:48
5916,Trail,D,14,Spotted hyena,22/09/2013 05:59
5917,Trail,D,11,Elephant,22/09/2013 06:03
5918,Trail,D,33,Spotted hyena,22/09/2013 06:10
5919,Trail,D,8,Impala,22/09/2013 06:46
5920,Trail,D,49,Impala,22/09/2013 08:48
5921,Trail,D,8,Impala,22/09/2013 08:59
5922,Trail,D,49,Impala,22/09/2013 08:59
5923,Trail,D,25,Leopard,22/09/2013 09:23
5924,Trail,D,22,Elephant,22/09/2013 09:23
5925,Trail,D,22,Impala,22/09/2013 09:31
5926,Trail,D,C,Lesser kudu,22/09/2013 10:00
5927,Trail,D,12,Black backed jackal,22/09/2013 10:22
5928,Trail,D,49,Impala,22/09/2013 10:27
5929,Trail,D,35,Impala,22/09/2013 11:08
5930,Trail,D,49,Impala,22/09/2013 11:21
5931,Trail,D,30,Impala,22/09/2013 11:31
5932,Trail,D,22,Zebra,22/09/2013 11:34
5933,Trail,D,49,Impala,22/09/2013 11:34
5934,Trail,D,49,Greater kudu,22/09/2013 11:36
5935,Trail,D,49,Warthog,22/09/2013 11:41
5936,Trail,D,35,Impala,22/09/2013 11:51
5937,Trail,D,49,Impala,22/09/2013 11:53
5938,Trail,D,29,Impala,22/09/2013 11:54
5939,Trail,D,49,Impala,22/09/2013 11:54
5940,Trail,D,29,Impala,22/09/2013 11:58
5941,Trail,D,49,Impala,22/09/2013 12:11
5942,Trail,D,28,Elephant,22/09/2013 12:50
5943,Trail,D,22,Impala,22/09/2013 13:31
5944,Trail,D,49,Impala,22/09/2013 13:54
5945,Trail,D,28,Giraffe,22/09/2013 14:04
5946,Trail,D,29,Giraffe,22/09/2013 14:22
5947,Trail,D,8,Impala,22/09/2013 15:29
5948,Trail,D,49,Impala,22/09/2013 15:30
5949,Trail,D,8,Impala,22/09/2013 15:30
5950,Trail,D,14,Impala,22/09/2013 15:32
5951,Trail,D,8,Impala,22/09/2013 15:34
5952,Trail,D,14,Impala,22/09/2013 15:34
5953,Trail,D,8,Impala,22/09/2013 15:42
5954,Trail,D,38,Impala,22/09/2013 18:13
5955,Trail,D,44,Giraffe,22/09/2013 18:23
5956,Trail,D,15,Spotted hyena,22/09/2013 18:32
5957,Trail,D,8,Impala,22/09/2013 19:13
5958,Trail,D,13,Black backed jackal,22/09/2013 22:05
5959,Trail,D,28,Black backed jackal,22/09/2013 22:30
5960,Trail,D,4,Banded mongoose,22/09/2013 22:35
5961,Trail,D,38,White tailed mongoose,22/09/2013 23:09
5962,Trail,D,30,Common genet,22/09/2013 23:10
5963,Trail,D,9,Impala,22/09/2013 23:23
5964,Trail,D,35,Elephant,23/09/2013 00:13
5965,Trail,D,44,Zebra,23/09/2013 01:02
5966,Trail,D,15,Wildcat,23/09/2013 01:02
5967,Trail,D,32,Black backed jackal,23/09/2013 01:06
5968,Trail,D,2,Leopard,23/09/2013 02:08
5969,Trail,D,44,Giraffe,23/09/2013 02:09
5970,Trail,D,28,Black backed jackal,23/09/2013 04:45
5971,Trail,D,33,Black backed jackal,23/09/2013 05:04
5972,Trail,D,38,Aardwolf,23/09/2013 05:40
5973,Trail,D,11,Elephant,23/09/2013 06:10
5974,Trail,D,25,Leopard,23/09/2013 06:49
5975,Trail,D,23,Baboon,23/09/2013 07:00
5976,Trail,D,8,Impala,23/09/2013 07:19
5977,Trail,D,15,Elephant,23/09/2013 08:08
5978,Trail,D,F,Giraffe,23/09/2013 08:17
5979,Trail,D,37,Greater kudu,23/09/2013 08:24
5980,Trail,D,23,Banded mongoose,23/09/2013 08:26
5981,Trail,D,11,Impala,23/09/2013 08:43
5982,Trail,D,49,Impala,23/09/2013 08:55
5983,Trail,D,8,Impala,23/09/2013 08:59
5984,Trail,D,49,Impala,23/09/2013 08:59
5985,Trail,D,8,Impala,23/09/2013 09:04
5986,Trail,D,49,Impala,23/09/2013 09:04
5987,Trail,D,32,Impala,23/09/2013 09:26
5988,Trail,D,22,Vervet monkey,23/09/2013 10:01
5989,Trail,D,49,Impala,23/09/2013 10:10
5990,Trail,D,22,Impala,23/09/2013 11:06
5991,Trail,D,49,Impala,23/09/2013 11:16
5992,Trail,D,28,Impala,23/09/2013 11:51
5993,Trail,D,49,Impala,23/09/2013 12:18
5994,Trail,D,22,Giraffe,23/09/2013 12:42
5995,Trail,D,22,Zebra,23/09/2013 13:09
5996,Trail,D,H,Impala,23/09/2013 13:14
5997,Trail,D,49,Impala,23/09/2013 13:21
5998,Trail,D,14,Impala,23/09/2013 13:25
5999,Trail,D,49,Impala,23/09/2013 13:26
6000,Trail,D,14,Impala,23/09/2013 13:26
6001,Trail,D,49,Impala,23/09/2013 13:27
6002,Trail,D,14,Impala,23/09/2013 13:27
6003,Trail,D,49,Impala,23/09/2013 13:30
6004,Trail,D,28,Giraffe,23/09/2013 14:32
6005,Trail,D,32,Elephant,23/09/2013 15:39
6006,Trail,D,H,Impala,23/09/2013 15:47
6007,Trail,D,21,Giraffe,23/09/2013 16:00
6008,Trail,D,8,Impala,23/09/2013 16:04
6009,Trail,D,49,Impala,23/09/2013 16:08
6010,Trail,D,8,Impala,23/09/2013 16:09
6011,Trail,D,49,Vervet monkey,23/09/2013 16:36
6012,Trail,D,24,Leopard,23/09/2013 16:40
6013,Trail,D,E,Impala,23/09/2013 17:05
6014,Trail,D,44,Giraffe,23/09/2013 17:06
6015,Trail,D,16,Impala,23/09/2013 18:45
6016,Trail,D,16,Lion,23/09/2013 18:50
6017,Trail,D,49,Spotted hyena,23/09/2013 19:43
6018,Trail,D,G,Lion,23/09/2013 19:44
6019,Trail,D,11,Elephant,23/09/2013 21:17
6020,Trail,D,38,Hippo,23/09/2013 21:26
6021,Trail,D,32,Spotted hyena,23/09/2013 22:01
6022,Trail,D,28,Black backed jackal,23/09/2013 22:51
6023,Trail,D,11,Elephant,23/09/2013 22:59
6024,Trail,D,21,Elephant,23/09/2013 23:26
6025,Trail,D,9,Buffalo,23/09/2013 23:37
6026,Trail,D,49,Hippo,23/09/2013 23:48
6027,Trail,D,40,Giraffe,24/09/2013 00:05
6028,Trail,D,H,Aardwolf,24/09/2013 00:36
6029,Trail,D,38,White tailed mongoose,24/09/2013 01:58
6030,Trail,D,3,Impala,24/09/2013 01:59
6031,Trail,D,33,Spotted hyena,24/09/2013 02:27
6032,Trail,D,28,Spotted hyena,24/09/2013 02:31
6033,Trail,D,20,Impala,24/09/2013 02:39
6034,Trail,D,24,Porcupine,24/09/2013 03:00
6035,Trail,D,A,Dikdik,24/09/2013 03:03
6036,Trail,D,24,Leopard,24/09/2013 03:05
6037,Trail,D,12,Black backed jackal,24/09/2013 03:07
6038,Trail,D,C,African civet,24/09/2013 03:29
6039,Trail,D,49,Serval,24/09/2013 04:07
6040,Trail,D,33,Spotted hyena,24/09/2013 04:13
6041,Trail,D,48,Elephant,24/09/2013 04:53
6042,Trail,D,49,Hippo,24/09/2013 05:03
6043,Trail,D,33,Spotted hyena,24/09/2013 06:02
6044,Trail,D,27,Impala,24/09/2013 06:22
6045,Trail,D,8,Impala,24/09/2013 06:49
6046,Trail,D,27,Greater kudu,24/09/2013 06:52
6047,Trail,D,28,Black backed jackal,24/09/2013 07:41
6048,Trail,D,23,Giraffe,24/09/2013 07:51
6049,Trail,D,E,Impala,24/09/2013 08:04
6050,Trail,D,39,Impala,24/09/2013 08:11
6051,Trail,D,55,Warthog,24/09/2013 08:20
6052,Trail,D,8,Impala,24/09/2013 08:22
6053,Trail,D,14,Impala,24/09/2013 08:47
6054,Trail,D,35,Impala,24/09/2013 08:55
6055,Trail,D,C,Lesser kudu,24/09/2013 09:04
6056,Trail,D,13,Warthog,24/09/2013 09:10
6057,Trail,D,41,Baboon,24/09/2013 09:12
6058,Trail,D,4,Elephant,24/09/2013 09:30
6059,Trail,D,49,Impala,24/09/2013 09:48
6060,Trail,D,35,Zebra,24/09/2013 10:06
6061,Trail,D,32,Giraffe,24/09/2013 10:12
6062,Trail,D,32,Elephant,24/09/2013 10:39
6063,Trail,D,4,Elephant,24/09/2013 11:57
6064,Trail,D,32,Impala,24/09/2013 12:26
6065,Trail,D,49,Impala,24/09/2013 12:37
6066,Trail,D,32,Impala,24/09/2013 12:37
6067,Trail,D,49,Impala,24/09/2013 12:38
6068,Trail,D,32,Impala,24/09/2013 12:38
6069,Trail,D,21,Elephant,24/09/2013 12:44
6070,Trail,D,49,Impala,24/09/2013 13:33
6071,Trail,D,11,Zebra,24/09/2013 13:38
6072,Trail,D,1,Impala,24/09/2013 13:49
6073,Trail,D,4,Elephant,24/09/2013 13:52
6074,Trail,D,32,Warthog,24/09/2013 14:13
6075,Trail,D,49,Elephant,24/09/2013 14:23
6076,Trail,D,28,Impala,24/09/2013 14:24
6077,Trail,D,49,Impala,24/09/2013 14:29
6078,Trail,D,28,Giraffe,24/09/2013 14:56
6079,Trail,D,22,Impala,24/09/2013 15:49
6080,Trail,D,49,Impala,24/09/2013 15:50
6081,Trail,D,22,Impala,24/09/2013 15:50
6082,Trail,D,28,Giraffe,24/09/2013 16:33
6083,Trail,D,40,Impala,24/09/2013 16:38
6084,Trail,D,4,White tailed mongoose,24/09/2013 16:53
6085,Trail,D,9,Impala,24/09/2013 16:53
6086,Trail,D,11,Impala,24/09/2013 16:57
6087,Trail,D,9,Impala,24/09/2013 16:59
6088,Trail,D,11,Impala,24/09/2013 17:00
6089,Trail,D,9,Impala,24/09/2013 17:01
6090,Trail,D,39,Impala,24/09/2013 17:10
6091,Trail,D,9,Impala,24/09/2013 17:29
6092,Trail,D,39,Impala,24/09/2013 17:33
6093,Trail,D,24,Greater kudu,24/09/2013 17:48
6094,Trail,D,21,Impala,24/09/2013 17:54
6095,Trail,D,H,Impala,24/09/2013 18:05
6096,Trail,D,47,Impala,24/09/2013 18:24
6097,Trail,D,8,Impala,24/09/2013 18:41
6098,Trail,D,13,Impala,24/09/2013 18:42
6099,Trail,D,8,Impala,24/09/2013 18:55
6100,Trail,D,9,Buffalo,24/09/2013 19:04
6101,Trail,D,32,Elephant,24/09/2013 19:48
6102,Trail,D,16,Zebra,24/09/2013 20:15
6103,Trail,D,G,Hippo,24/09/2013 20:16
6104,Trail,D,32,Common genet,24/09/2013 20:19
6105,Trail,D,30,Common genet,24/09/2013 21:27
6106,Trail,D,32,Common genet,24/09/2013 22:18
6107,Trail,D,H,White tailed mongoose,24/09/2013 22:21
6108,Trail,D,32,Hippo,24/09/2013 22:29
6109,Trail,D,40,Elephant,24/09/2013 22:47
6110,Trail,D,44,Giraffe,24/09/2013 23:24
6111,Trail,D,H,Hippo,24/09/2013 23:59
6112,Trail,D,47,Lion,25/09/2013 00:05
6113,Trail,D,11,Impala,25/09/2013 00:09
6114,Trail,D,32,Hippo,25/09/2013 00:27
6115,Trail,D,28,Black backed jackal,25/09/2013 00:30
6116,Trail,D,32,Lion,25/09/2013 00:49
6117,Trail,D,C,Impala,25/09/2013 00:50
6118,Trail,D,H,Aardwolf,25/09/2013 03:19
6119,Trail,D,24,Spotted hyena,25/09/2013 03:26
6120,Trail,D,32,Elephant,25/09/2013 03:29
6121,Trail,D,38,Spotted hyena,25/09/2013 04:11
6122,Trail,D,G,Hippo,25/09/2013 04:14
6123,Trail,D,20,Spotted hyena,25/09/2013 04:19
6124,Trail,D,28,Black backed jackal,25/09/2013 04:36
6125,Trail,D,32,Elephant,25/09/2013 04:51
6126,Trail,D,17,Serval,25/09/2013 05:27
6127,Trail,D,20,Aardwolf,25/09/2013 05:44
6128,Trail,D,48,Elephant,25/09/2013 06:01
6129,Trail,D,24,Impala,25/09/2013 06:25
6130,Trail,D,41,Dikdik,25/09/2013 06:29
6131,Trail,D,E,Elephant,25/09/2013 06:39
6132,Trail,D,15,Impala,25/09/2013 06:42
6133,Trail,D,40,Dikdik,25/09/2013 06:42
6134,Trail,D,8,Impala,25/09/2013 06:44
6135,Trail,D,24,Spotted hyena,25/09/2013 06:49
6136,Trail,D,13,Spotted hyena,25/09/2013 06:50
6137,Trail,D,11,Impala,25/09/2013 06:59
6138,Trail,D,8,Impala,25/09/2013 07:08
6139,Trail,D,47,Impala,25/09/2013 07:12
6140,Trail,D,2,Giraffe,25/09/2013 08:04
6141,Trail,D,14,Impala,25/09/2013 08:16
6142,Trail,D,49,Impala,25/09/2013 08:29
6143,Trail,D,22,Baboon,25/09/2013 09:20
6144,Trail,D,22,Impala,25/09/2013 09:28
6145,Trail,D,49,Impala,25/09/2013 09:57
6146,Trail,D,14,Impala,25/09/2013 10:07
6147,Trail,D,49,Impala,25/09/2013 10:07
6148,Trail,D,14,Impala,25/09/2013 10:08
6149,Trail,D,49,Impala,25/09/2013 10:13
6150,Trail,D,49,Giraffe,25/09/2013 10:32
6151,Trail,D,35,Elephant,25/09/2013 10:53
6152,Trail,D,22,Impala,25/09/2013 11:04
6153,Trail,D,49,Impala,25/09/2013 11:05
6154,Trail,D,22,Impala,25/09/2013 11:05
6155,Trail,D,49,Impala,25/09/2013 11:06
6156,Trail,D,11,Buffalo,25/09/2013 11:08
6157,Trail,D,22,Zebra,25/09/2013 11:30
6158,Trail,D,16,Giraffe,25/09/2013 11:52
6159,Trail,D,49,Zebra,25/09/2013 13:00
6160,Trail,D,40,Impala,25/09/2013 13:26
6161,Trail,D,29,Impala,25/09/2013 13:26
6162,Trail,D,14,Impala,25/09/2013 13:34
6163,Trail,D,29,Impala,25/09/2013 13:35
6164,Trail,D,14,Impala,25/09/2013 13:36
6165,Trail,D,29,Impala,25/09/2013 13:36
6166,Trail,D,22,Baboon,25/09/2013 14:05
6167,Trail,D,49,Impala,25/09/2013 14:08
6168,Trail,D,16,Giraffe,25/09/2013 14:35
6169,Trail,D,8,Impala,25/09/2013 14:58
6170,Trail,D,49,Impala,25/09/2013 15:01
6171,Trail,D,40,Impala,25/09/2013 15:12
6172,Trail,D,49,Impala,25/09/2013 15:18
6173,Trail,D,H,Baboon,25/09/2013 15:38
6174,Trail,D,21,Giraffe,25/09/2013 15:52
6175,Trail,D,18,Greater kudu,25/09/2013 16:49
6176,Trail,D,34,Elephant,25/09/2013 16:56
6177,Trail,D,22,Baboon,25/09/2013 17:18
6178,Trail,D,H,Elephant,25/09/2013 17:27
6179,Trail,D,8,Impala,25/09/2013 17:38
6180,Trail,D,19,Dikdik,25/09/2013 17:40
6181,Trail,D,22,Black backed jackal,25/09/2013 17:52
6182,Trail,D,12,Elephant,25/09/2013 18:26
6183,Trail,D,14,Giraffe,25/09/2013 18:30
6184,Trail,D,12,Black backed jackal,25/09/2013 19:22
6185,Trail,D,49,Elephant,25/09/2013 20:49
6186,Trail,D,H,African civet,25/09/2013 21:55
6187,Trail,D,F,Spotted hyena,25/09/2013 22:26
6188,Trail,D,12,Black backed jackal,25/09/2013 22:48
6189,Trail,D,28,Elephant,25/09/2013 23:11
6190,Trail,D,H,White tailed mongoose,25/09/2013 23:15
6191,Trail,D,F,Serval,25/09/2013 23:53
6192,Trail,D,37,Impala,25/09/2013 23:57
6193,Trail,D,22,Impala,26/09/2013 00:00
6194,Trail,D,41,African civet,26/09/2013 00:34
6195,Trail,D,G,Lion,26/09/2013 00:53
6196,Trail,D,9,Giraffe,26/09/2013 01:28
6197,Trail,D,28,Black backed jackal,26/09/2013 01:30
6198,Trail,D,E,Bush duiker,26/09/2013 01:32
6199,Trail,D,F,Black backed jackal,26/09/2013 01:50
6200,Trail,D,11,Elephant,26/09/2013 02:01
6201,Trail,D,12,Dikdik,26/09/2013 02:12
6202,Trail,D,26,Impala,26/09/2013 02:19
6203,Trail,D,28,Black backed jackal,26/09/2013 02:41
6204,Trail,D,48,Elephant,26/09/2013 03:14
6205,Trail,D,16,Impala,26/09/2013 03:16
6206,Trail,D,38,Aardwolf,26/09/2013 03:26
6207,Trail,D,3,Aardvark,26/09/2013 03:28
6208,Trail,D,20,Elephant,26/09/2013 04:44
6209,Trail,D,H,Black backed jackal,26/09/2013 05:18
6210,Trail,D,34,Elephant,26/09/2013 06:07
6211,Trail,D,9,Black backed jackal,26/09/2013 06:20
6212,Trail,D,14,Bush duiker,26/09/2013 06:30
6213,Trail,D,12,Buffalo,26/09/2013 06:47
6214,Trail,D,49,Banded mongoose,26/09/2013 06:55
6215,Trail,D,40,Greater kudu,26/09/2013 08:07
6216,Trail,D,2,Giraffe,26/09/2013 08:07
6217,Trail,D,49,Impala,26/09/2013 08:08
6218,Trail,D,H,Impala,26/09/2013 08:09
6219,Trail,D,49,Impala,26/09/2013 08:09
6220,Trail,D,49,Greater kudu,26/09/2013 09:27
6221,Trail,D,22,Impala,26/09/2013 10:05
6222,Trail,D,G,Impala,26/09/2013 10:08
6223,Trail,D,21,Impala,26/09/2013 10:11
6224,Trail,D,G,Impala,26/09/2013 10:12
6225,Trail,D,21,Impala,26/09/2013 10:12
6226,Trail,D,49,Impala,26/09/2013 10:28
6227,Trail,D,40,Impala,26/09/2013 10:32
6228,Trail,D,49,Giraffe,26/09/2013 10:50
6229,Trail,D,49,Impala,26/09/2013 11:18
6230,Trail,D,35,Giraffe,26/09/2013 11:41
6231,Trail,D,H,Greater kudu,26/09/2013 12:04
6232,Trail,D,22,Impala,26/09/2013 12:08
6233,Trail,D,H,Impala,26/09/2013 12:15
6234,Trail,D,35,Impala,26/09/2013 13:01
6235,Trail,D,28,Giraffe,26/09/2013 13:13
6236,Trail,D,4,Giraffe,26/09/2013 13:20
6237,Trail,D,14,Giraffe,26/09/2013 13:22
6238,Trail,D,49,Giraffe,26/09/2013 13:38
6239,Trail,D,4,Giraffe,26/09/2013 13:42
6240,Trail,D,49,Giraffe,26/09/2013 13:44
6241,Trail,D,21,Baboon,26/09/2013 14:23
6242,Trail,D,40,Impala,26/09/2013 15:06
6243,Trail,D,H,Giraffe,26/09/2013 15:15
6244,Trail,D,49,Impala,26/09/2013 15:21
6245,Trail,D,9,Impala,26/09/2013 16:22
6246,Trail,D,11,Impala,26/09/2013 16:38
6247,Trail,D,9,Impala,26/09/2013 16:42
6248,Trail,D,28,Giraffe,26/09/2013 16:45
6249,Trail,D,8,Impala,26/09/2013 16:59
6250,Trail,D,9,Impala,26/09/2013 17:00
6251,Trail,D,8,Impala,26/09/2013 17:00
6252,Trail,D,9,Impala,26/09/2013 17:02
6253,Trail,D,8,Impala,26/09/2013 17:02
6254,Trail,D,24,Giraffe,26/09/2013 17:23
6255,Trail,D,B,Greater kudu,26/09/2013 18:02
6256,Trail,D,9,Zebra,26/09/2013 18:17
6257,Trail,D,14,Bush duiker,26/09/2013 18:23
6258,Trail,D,11,Impala,26/09/2013 18:33
6259,Trail,D,11,Bat-eared fox,26/09/2013 18:52
6260,Trail,D,47,Waterbuck,26/09/2013 18:54
6261,Trail,D,34,Impala,26/09/2013 19:03
6262,Trail,D,39,Bush duiker,26/09/2013 19:09
6263,Trail,D,44,Elephant,26/09/2013 19:28
6264,Trail,D,H,Hippo,26/09/2013 19:34
6265,Trail,D,11,Zebra,26/09/2013 19:36
6266,Trail,D,40,Spotted hyena,26/09/2013 19:38
6267,Trail,D,28,Elephant,26/09/2013 19:39
6268,Trail,D,9,Common genet,26/09/2013 21:08
6269,Trail,D,46,Giraffe,26/09/2013 09:35
6270,Trail,D,46,Zebra,26/09/2013 09:36
6271,Trail,D,46,Impala,26/09/2013 10:13
6272,Trail,D,46,Baboon,26/09/2013 10:30
6273,Trail,D,H,Hippo,27/09/2013 00:58
6274,Trail,D,40,Spotted hyena,27/09/2013 01:00
6275,Trail,D,48,Hippo,27/09/2013 01:42
6276,Trail,D,28,Black backed jackal,27/09/2013 03:23
6277,Trail,D,H,Elephant,27/09/2013 03:45
6278,Trail,D,40,Dikdik,27/09/2013 03:54
6279,Trail,D,24,Leopard,27/09/2013 04:00
6280,Trail,D,46,Zebra,26/09/2013 16:38
6281,Trail,D,40,Black backed jackal,27/09/2013 04:51
6282,Trail,D,9,Aardwolf,27/09/2013 05:01
6283,Trail,D,13,Spotted hyena,27/09/2013 05:16
6284,Trail,D,11,Bat-eared fox,27/09/2013 05:57
6285,Trail,D,39,Greater kudu,27/09/2013 06:52
6286,Trail,D,37,Zebra,27/09/2013 07:00
6287,Trail,D,37,Giraffe,27/09/2013 07:04
6288,Trail,D,8,Impala,27/09/2013 07:19
6289,Trail,D,24,Greater kudu,27/09/2013 07:33
6290,Trail,D,14,Impala,27/09/2013 08:12
6291,Trail,D,49,Impala,27/09/2013 08:35
6292,Trail,D,G,Impala,27/09/2013 09:20
6293,Trail,D,49,Impala,27/09/2013 09:34
6294,Trail,D,H,Impala,27/09/2013 09:40
6295,Trail,D,49,Impala,27/09/2013 09:40
6296,Trail,D,28,Impala,27/09/2013 09:42
6297,Trail,D,49,Impala,27/09/2013 09:44
6298,Trail,D,22,Zebra,27/09/2013 09:51
6299,Trail,D,H,Greater kudu,27/09/2013 09:59
6300,Trail,D,30,Giraffe,27/09/2013 10:22
6301,Trail,D,22,Impala,27/09/2013 10:32
6302,Trail,D,28,Impala,27/09/2013 10:39
6303,Trail,D,22,Impala,27/09/2013 10:40
6304,Trail,D,28,Impala,27/09/2013 10:40
6305,Trail,D,22,Impala,27/09/2013 10:42
6306,Trail,D,22,Greater kudu,27/09/2013 10:44
6307,Trail,D,49,Impala,27/09/2013 10:52
6308,Trail,D,G,Impala,27/09/2013 11:20
6309,Trail,D,49,Giraffe,27/09/2013 11:30
6310,Trail,D,47,Zebra,27/09/2013 11:39
6311,Trail,D,47,Waterbuck,27/09/2013 11:39
6312,Trail,D,29,Elephant,27/09/2013 11:45
6313,Trail,D,49,Impala,27/09/2013 11:56
6314,Trail,D,35,Greater kudu,27/09/2013 12:18
6315,Trail,D,H,Impala,27/09/2013 12:46
6316,Trail,D,H,Greater kudu,27/09/2013 12:50
6317,Trail,D,40,Impala,27/09/2013 13:03
6318,Trail,D,45,Giraffe,27/09/2013 13:04
6319,Trail,D,49,Impala,27/09/2013 13:09
6320,Trail,D,35,Impala,27/09/2013 13:19
6321,Trail,D,49,Impala,27/09/2013 13:22
6322,Trail,D,49,Elephant,27/09/2013 13:49
6323,Trail,D,13,Giraffe,27/09/2013 14:44
6324,Trail,D,9,Impala,27/09/2013 16:45
6325,Trail,D,C,Lesser kudu,27/09/2013 17:01
6326,Trail,D,44,Impala,27/09/2013 17:42
6327,Trail,D,27,Impala,27/09/2013 18:04
6328,Trail,D,8,Impala,27/09/2013 18:12
6329,Trail,D,44,Impala,27/09/2013 18:28
6330,Trail,D,55,Impala,27/09/2013 18:39
6331,Trail,D,12,Dikdik,27/09/2013 18:51
6332,Trail,D,44,Spotted hyena,27/09/2013 19:39
6333,Trail,D,19,Dikdik,27/09/2013 19:58
6334,Trail,D,17,Impala,27/09/2013 20:33
6335,Trail,D,13,Lion,27/09/2013 20:38
6336,Trail,D,34,Elephant,27/09/2013 20:46
6337,Trail,D,21,Elephant,27/09/2013 21:28
6338,Trail,D,9,Spotted hyena,27/09/2013 21:49
6339,Trail,D,E,Aardwolf,27/09/2013 22:19
6340,Trail,D,54,Common genet,27/09/2013 23:17
6341,Trail,D,48,Hippo,27/09/2013 23:25
6342,Trail,D,40,Common genet,27/09/2013 23:40
6343,Trail,D,35,Aardwolf,27/09/2013 23:41
6344,Trail,D,16,African civet,27/09/2013 23:44
6345,Trail,D,23,Porcupine,27/09/2013 23:54
6346,Trail,D,30,Common genet,28/09/2013 00:02
6347,Trail,D,12,Elephant,28/09/2013 00:09
6348,Trail,D,9,Impala,28/09/2013 00:21
6349,Trail,D,38,Spotted hyena,28/09/2013 00:36
6350,Trail,D,9,Black backed jackal,28/09/2013 01:28
6351,Trail,D,40,Spotted hyena,28/09/2013 01:36
6352,Trail,D,39,White tailed mongoose,28/09/2013 02:09
6353,Trail,D,38,Impala,28/09/2013 02:27
6354,Trail,D,41,Dikdik,28/09/2013 02:36
6355,Trail,D,40,Spotted hyena,28/09/2013 02:57
6356,Trail,D,28,Black backed jackal,28/09/2013 03:24
6357,Trail,D,A,African civet,28/09/2013 04:06
6358,Trail,D,B,Elephant,28/09/2013 04:37
6359,Trail,D,22,Giraffe,28/09/2013 04:56
6360,Trail,D,30,Common genet,28/09/2013 05:27
6361,Trail,D,38,Aardwolf,28/09/2013 05:50
6362,Trail,D,44,Giraffe,28/09/2013 06:07
6363,Trail,D,5,Giraffe,28/09/2013 06:52
6364,Trail,D,49,Impala,28/09/2013 07:20
6365,Trail,D,9,Elephant,28/09/2013 07:26
6366,Trail,D,13,Impala,28/09/2013 07:31
6367,Trail,D,49,Impala,28/09/2013 07:56
6368,Trail,D,19,Dikdik,28/09/2013 07:56
6369,Trail,D,47,Warthog,28/09/2013 08:10
6370,Trail,D,F,Giraffe,28/09/2013 08:16
6371,Trail,D,8,Impala,28/09/2013 08:18
6372,Trail,D,49,Impala,28/09/2013 08:18
6373,Trail,D,8,Impala,28/09/2013 08:19
6374,Trail,D,49,Impala,28/09/2013 08:20
6375,Trail,D,C,Impala,28/09/2013 08:29
6376,Trail,D,A,Lesser kudu,28/09/2013 08:36
6377,Trail,D,49,Impala,28/09/2013 08:37
6378,Trail,D,8,Elephant,28/09/2013 09:02
6379,Trail,D,55,Impala,28/09/2013 09:31
6380,Trail,D,49,Impala,28/09/2013 09:31
6381,Trail,D,22,Impala,28/09/2013 09:35
6382,Trail,D,G,Giraffe,28/09/2013 09:40
6383,Trail,D,49,Impala,28/09/2013 09:46
6384,Trail,D,17,Impala,28/09/2013 09:47
6385,Trail,D,8,Impala,28/09/2013 09:48
6386,Trail,D,49,Impala,28/09/2013 09:51
6387,Trail,D,8,Impala,28/09/2013 09:51
6388,Trail,D,H,Impala,28/09/2013 10:02
6389,Trail,D,8,Impala,28/09/2013 10:22
6390,Trail,D,49,Impala,28/09/2013 10:39
6391,Trail,D,30,Baboon,28/09/2013 10:56
6392,Trail,D,30,Impala,28/09/2013 10:59
6393,Trail,D,49,Impala,28/09/2013 11:03
6394,Trail,D,30,Impala,28/09/2013 11:04
6395,Trail,D,49,Impala,28/09/2013 11:04
6396,Trail,D,30,Impala,28/09/2013 11:05
6397,Trail,D,49,Impala,28/09/2013 11:05
6398,Trail,D,30,Impala,28/09/2013 11:05
6399,Trail,D,49,Impala,28/09/2013 11:06
6400,Trail,D,30,Impala,28/09/2013 11:06
6401,Trail,D,H,Greater kudu,28/09/2013 11:11
6402,Trail,D,21,Banded mongoose,28/09/2013 11:13
6403,Trail,D,49,Impala,28/09/2013 11:38
6404,Trail,D,40,Impala,28/09/2013 11:44
6405,Trail,D,49,Impala,28/09/2013 11:44
